Method,Cluster,NumTraces,Precision,Fitness,FScore,VariabilityRatio,Miner
HDBSCAN-TFIDF,Cluster 498,5,0.044922372104861275,0.9694386554621849,0.08586584624206728,1.0,inductive
HDBSCAN-TFIDF,Cluster 499,5,0.05546545572494321,0.967271791711078,0.10491486620172881,1.0,inductive
HDBSCAN-TFIDF,Cluster 500,11,0.08481933364617555,0.9983883964544722,0.1563553068430811,1.0,inductive
HDBSCAN-TFIDF,Cluster 501,5,0.44233206590621044,0.9922064095100953,0.6118828019535952,1.0,inductive
HDBSCAN-TFIDF,Cluster 502,3,0.1710620099786172,1.0,0.2921485088253195,1.0,inductive
HDBSCAN-TFIDF,Cluster 503,3,0.41532258064516125,1.0,0.5868945868945868,1.0,inductive
HDBSCAN-TFIDF,Cluster 504,2,0.6612021857923498,1.0,0.7960526315789475,1.0,inductive
HDBSCAN-TFIDF,Cluster 505,21,0.08343051942226609,0.9709439861941926,0.1536576627500022,1.0,inductive
HDBSCAN-TFIDF,Cluster 506,5,0.06514817536125395,0.9779354695642533,0.12215839405230469,1.0,inductive
HDBSCAN-TFIDF,Cluster 507,2,0.09172259507829983,0.9951219512195122,0.16796361190043485,1.0,inductive
HDBSCAN-TFIDF,Cluster 508,2,0.08083832335329344,1.0,0.14958448753462608,1.0,inductive
HDBSCAN-TFIDF,Cluster 509,4,0.055975436939064704,1.0,0.10601655110713486,1.0,inductive
HDBSCAN-TFIDF,Cluster 510,5,0.6934865900383143,1.0,0.8190045248868779,1.0,inductive
HDBSCAN-TFIDF,Cluster 511,4,0.05543584720861905,0.9125817768085711,0.10452236134831293,1.0,inductive
HDBSCAN-TFIDF,Cluster 512,2,0.049437436072280905,1.0,0.09421702404158538,1.0,inductive
HDBSCAN-TFIDF,Cluster 513,2,0.217687074829932,1.0,0.3575418994413408,1.0,inductive
HDBSCAN-TFIDF,Cluster 514,3,0.08963963963963961,1.0,0.16453079785035135,1.0,inductive
HDBSCAN-TFIDF,Cluster 515,16,0.03703460071043285,0.9856945604752623,0.07138704136943806,1.0,inductive
HDBSCAN-TFIDF,Cluster 516,5,0.07451212300413956,1.0,0.13869014859658776,1.0,inductive
HDBSCAN-TFIDF,Cluster 517,3,0.7463768115942029,1.0,0.8547717842323651,1.0,inductive
HDBSCAN-TFIDF,Cluster 518,5,0.5340909090909092,1.0,0.6962962962962964,1.0,inductive
HDBSCAN-TFIDF,Cluster 519,3,0.2369020501138952,1.0,0.38305709023941065,1.0,inductive
HDBSCAN-TFIDF,Cluster 520,4,0.7981927710843373,1.0,0.8877721943048575,1.0,inductive
HDBSCAN-TFIDF,Cluster 521,3,0.05050065302568563,1.0,0.09614587650227924,1.0,inductive
HDBSCAN-TFIDF,Cluster 522,3,0.5638888888888889,1.0,0.7211367673179396,1.0,inductive
HDBSCAN-TFIDF,Cluster 523,5,0.3664529914529915,0.9895363039542847,0.5348398250097846,1.0,inductive
HDBSCAN-TFIDF,Cluster 524,3,0.07559478127398311,1.0,0.14056368176953266,1.0,inductive
HDBSCAN-TFIDF,Cluster 525,4,0.0588714605826034,1.0,0.11119661408233937,1.0,inductive
HDBSCAN-TFIDF,Cluster 526,4,0.06983034177526437,1.0,0.13054470236727198,1.0,inductive
HDBSCAN-TFIDF,Cluster 527,3,0.059308510638297895,1.0,0.11197589756464979,1.0,inductive
HDBSCAN-TFIDF,Cluster 528,6,0.05224093634027971,0.9734336144683071,0.09916027154000724,1.0,inductive
HDBSCAN-TFIDF,Cluster 529,8,0.07703326436415725,0.9935099830309411,0.1429803370531302,1.0,inductive
HDBSCAN-TFIDF,Cluster 530,2,0.06826923076923075,1.0,0.12781278127812779,1.0,inductive
HDBSCAN-TFIDF,Cluster 531,2,0.03480589022757696,1.0,0.06727037516170761,1.0,inductive
HDBSCAN-TFIDF,Cluster 532,3,0.07614607614607616,1.0,0.14151624548736463,1.0,inductive
HDBSCAN-TFIDF,Cluster 533,6,0.03394529786436873,1.0,0.06566169010001459,1.0,inductive
HDBSCAN-TFIDF,Cluster 534,10,0.05227126288659789,0.9650814791001707,0.09917116378438548,1.0,inductive
HDBSCAN-TFIDF,Cluster 535,2,0.7272727272727273,1.0,0.8421052631578948,1.0,inductive
HDBSCAN-TFIDF,Cluster 536,18,0.07453663721517301,0.9814519261499127,0.13855098189785472,1.0,inductive
HDBSCAN-TFIDF,Cluster 537,3,0.06866825208085614,1.0,0.12851182197496525,1.0,inductive
HDBSCAN-TFIDF,Cluster 538,4,0.05646853146853148,1.0,0.10690054608638094,1.0,inductive
HDBSCAN-TFIDF,Cluster 539,4,0.08213552361396304,1.0,0.15180265654648958,1.0,inductive
HDBSCAN-TFIDF,Cluster 540,3,0.48009367681498827,1.0,0.6487341772151899,1.0,inductive
HDBSCAN-TFIDF,Cluster 541,4,0.052631578947368474,1.0,0.10000000000000009,1.0,inductive
HDBSCAN-TFIDF,Cluster 542,5,0.0421105401679408,0.9623668437349089,0.08069029383604885,1.0,inductive
HDBSCAN-TFIDF,Cluster 543,3,0.02949709864603478,1.0,0.057303898543917264,1.0,inductive
HDBSCAN-TFIDF,Cluster 544,7,0.05339265850945496,0.9754525089605735,0.10124361633771324,1.0,inductive
HDBSCAN-TFIDF,Cluster 545,8,0.040715557714100736,0.9558482438701126,0.07810417010400854,1.0,inductive
HDBSCAN-TFIDF,Cluster 546,5,0.1709646609360076,0.9961464354527938,0.2918416903185114,1.0,inductive
HDBSCAN-TFIDF,Cluster 547,5,0.4576719576719577,1.0,0.6279491833030854,1.0,inductive
HDBSCAN-TFIDF,Cluster 548,3,0.9439252336448598,1.0,0.9711538461538461,1.0,inductive
HDBSCAN-TFIDF,Cluster 549,2,0.6221198156682028,1.0,0.7670454545454546,1.0,inductive
HDBSCAN-TFIDF,Cluster 550,6,0.44820065430752454,1.0,0.6189759036144579,1.0,inductive
HDBSCAN-TFIDF,Cluster 551,4,0.48415492957746475,1.0,0.6524317912218268,1.0,inductive
HDBSCAN-TFIDF,Cluster 552,15,0.5130221130221131,0.9992283950617284,0.677964741801683,0.9333333333333333,inductive
HDBSCAN-TFIDF,Cluster 553,3,0.4751131221719457,1.0,0.6441717791411042,1.0,inductive
HDBSCAN-TFIDF,Cluster 554,3,0.16389728096676737,1.0,0.281635301752109,1.0,inductive
HDBSCAN-TFIDF,Cluster 555,4,0.21549636803874095,1.0,0.3545816733067729,1.0,inductive
HDBSCAN-TFIDF,Cluster 556,2,0.7909604519774012,1.0,0.8832807570977919,1.0,inductive
HDBSCAN-TFIDF,Cluster 557,7,0.48659003831417624,0.9864864864864865,0.6517169871006292,1.0,inductive
HDBSCAN-TFIDF,Cluster 558,4,0.34042553191489366,1.0,0.507936507936508,1.0,inductive
HDBSCAN-TFIDF,Cluster 559,4,0.07957128937966873,1.0,0.14741275571600482,1.0,inductive
HDBSCAN-TFIDF,Cluster 560,5,0.04295062462819754,0.9979329343592667,0.08235665266819102,1.0,inductive
HDBSCAN-TFIDF,Cluster 561,2,0.21696574225122345,1.0,0.35656836461126,1.0,inductive
HDBSCAN-TFIDF,Cluster 562,4,0.22479338842975205,1.0,0.36707152496626183,1.0,inductive
HDBSCAN-TFIDF,Cluster 563,4,0.5198487712665407,1.0,0.6840796019900498,0.75,inductive
HDBSCAN-TFIDF,Cluster 564,7,0.8920863309352518,0.991701244813278,0.9392599635528088,0.8571428571428571,inductive
HDBSCAN-TFIDF,Cluster 565,2,0.9696969696969697,1.0,0.9846153846153847,0.5,inductive
HDBSCAN-TFIDF,Cluster 566,7,0.06483462234655257,0.993103448275862,0.12172260136577497,1.0,inductive
HDBSCAN-TFIDF,Cluster 567,10,0.7481481481481482,0.9841929047568663,0.8500890721023273,1.0,inductive
HDBSCAN-TFIDF,Cluster 568,7,0.21701199563794982,0.9947916666666666,0.356298188465234,1.0,inductive
HDBSCAN-TFIDF,Cluster 569,3,0.23424494649227112,1.0,0.37957610789980734,1.0,inductive
HDBSCAN-TFIDF,Cluster 570,2,0.9672131147540983,1.0,0.9833333333333333,0.5,inductive
HDBSCAN-TFIDF,Cluster 571,3,0.9672131147540983,1.0,0.9833333333333333,0.3333333333333333,inductive
